Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
sphereActivity,sphereActivity,suffix_tree,0.5,5,1,0,6.0,0.0001,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,5,6,1,10.0,1e-05,0.0,0.0,1,1,True,0.1666666666666666
sphereActivity,sphereActivity,suffix_tree,0.5,5,1,0,2.0,1e-06,0.0001,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,5,6,3,10.0,0.0001,1e-06,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.5,5,1,0,4.0,0.0001,0.0,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,5,13,1,4.0,1e-06,1e-06,0.0,1,1,True,0.0769230769230769
sphereActivity,sphereActivity,suffix_tree,0.5,5,3,1,6.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,5,9,2,2.0,0.0001,0.0,0.0,1,1,True,0.2222222222222222
sphereActivity,sphereActivity,suffix_tree,0.5,5,13,5,8.0,1e-05,0.0001,0.0,1,1,True,0.3846153846153846
sphereActivity,sphereActivity,suffix_tree,0.5,5,6,0,6.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,1,1,6.0,0.0001,1e-06,0.0,0,1,False,1.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,6,0,10.0,1e-05,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,1,0,2.0,1e-06,0.0001,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,6,0,10.0,0.0001,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,1,0,4.0,0.0001,0.0,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,13,3,4.0,1e-06,1e-06,0.0,1,1,True,0.2307692307692307
sphereActivity,sphereActivity,suffix_tree,0.5,6,3,1,6.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,6,9,0,2.0,0.0001,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,13,0,8.0,1e-05,0.0001,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,6,6,0,6.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,7,1,0,6.0,0.0001,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,7,6,2,10.0,1e-05,0.0,0.0,1,1,True,0.3333333333333333
