Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
sphereActivity,sphereActivity,markov,0.5,5,8,1,,,,,1,1,True,0.125
sphereActivity,sphereActivity,markov,0.5,5,6,3,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.5,5,7,1,,,,,1,1,True,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,5,9,2,,,,,1,1,True,0.2222222222222222
sphereActivity,sphereActivity,markov,0.5,5,8,4,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.5,5,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.5,5,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,5,14,3,,,,,1,1,True,0.2142857142857142
sphereActivity,sphereActivity,markov,0.5,5,7,1,,,,,1,1,True,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,5,10,2,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.5,6,8,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,6,6,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.5,6,7,1,,,,,1,1,True,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,6,9,1,,,,,1,1,True,0.1111111111111111
sphereActivity,sphereActivity,markov,0.5,6,8,3,,,,,1,1,True,0.375
sphereActivity,sphereActivity,markov,0.5,6,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.5,6,1,1,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.5,6,14,2,,,,,1,1,True,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,6,7,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,6,10,3,,,,,1,1,True,0.3
sphereActivity,sphereActivity,markov,0.5,7,8,3,,,,,1,1,True,0.375
sphereActivity,sphereActivity,markov,0.5,7,6,3,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.5,7,7,2,,,,,1,1,True,0.2857142857142857
sphereActivity,sphereActivity,markov,0.5,7,9,4,,,,,1,1,True,0.4444444444444444
sphereActivity,sphereActivity,markov,0.5,7,8,3,,,,,0,1,False,0.375
sphereActivity,sphereActivity,markov,0.5,7,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.5,7,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,7,14,3,,,,,0,1,False,0.2142857142857142
sphereActivity,sphereActivity,markov,0.5,7,7,2,,,,,1,1,True,0.2857142857142857
sphereActivity,sphereActivity,markov,0.5,7,10,2,,,,,0,1,False,0.2
sphereActivity,sphereActivity,markov,0.5,8,8,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,8,6,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.5,8,7,1,,,,,0,1,False,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,8,9,1,,,,,1,1,True,0.1111111111111111
sphereActivity,sphereActivity,markov,0.5,8,8,4,,,,,0,1,False,0.5
sphereActivity,sphereActivity,markov,0.5,8,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.5,8,1,1,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.5,8,14,3,,,,,1,1,True,0.2142857142857142
sphereActivity,sphereActivity,markov,0.5,8,7,1,,,,,0,1,False,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,8,10,1,,,,,1,1,True,0.1
sphereActivity,sphereActivity,markov,0.5,9,8,1,,,,,0,1,False,0.125
sphereActivity,sphereActivity,markov,0.5,9,6,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.5,9,7,1,,,,,0,1,False,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,9,9,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,9,8,3,,,,,1,1,True,0.375
sphereActivity,sphereActivity,markov,0.5,9,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.5,9,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,9,14,6,,,,,0,1,False,0.4285714285714285
sphereActivity,sphereActivity,markov,0.5,9,7,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,9,10,4,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.5,10,8,2,,,,,1,1,True,0.25
sphereActivity,sphereActivity,markov,0.5,10,6,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.5,10,7,1,,,,,0,1,False,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,10,9,1,,,,,1,1,True,0.1111111111111111
sphereActivity,sphereActivity,markov,0.5,10,8,3,,,,,1,1,True,0.375
sphereActivity,sphereActivity,markov,0.5,10,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.5,10,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.5,10,14,4,,,,,1,1,True,0.2857142857142857
sphereActivity,sphereActivity,markov,0.5,10,7,1,,,,,0,1,False,0.1428571428571428
sphereActivity,sphereActivity,markov,0.5,10,10,3,,,,,0,1,False,0.3
sphereActivity,sphereActivity,markov,0.6,5,8,8,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.6,5,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.6,5,6,1,,,,,1,1,True,0.1666666666666666
sphereActivity,sphereActivity,markov,0.6,5,7,3,,,,,1,1,True,0.4285714285714285
sphereActivity,sphereActivity,markov,0.6,5,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,5,4,1,,,,,0,1,False,0.25
sphereActivity,sphereActivity,markov,0.6,5,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,5,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,5,7,4,,,,,0,1,False,0.5714285714285714
sphereActivity,sphereActivity,markov,0.6,5,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,6,8,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,6,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.6,6,6,4,,,,,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,markov,0.6,6,7,3,,,,,1,1,True,0.4285714285714285
sphereActivity,sphereActivity,markov,0.6,6,5,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,6,4,2,,,,,0,1,False,0.5
sphereActivity,sphereActivity,markov,0.6,6,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,6,5,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,6,7,1,,,,,1,1,True,0.1428571428571428
sphereActivity,sphereActivity,markov,0.6,6,1,1,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.6,7,8,6,,,,,0,1,False,0.75
sphereActivity,sphereActivity,markov,0.6,7,5,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.6,7,6,1,,,,,1,1,True,0.1666666666666666
sphereActivity,sphereActivity,markov,0.6,7,7,2,,,,,0,1,False,0.2857142857142857
sphereActivity,sphereActivity,markov,0.6,7,5,1,,,,,0,1,False,0.2
sphereActivity,sphereActivity,markov,0.6,7,4,2,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.6,7,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.6,7,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,7,7,4,,,,,0,1,False,0.5714285714285714
sphereActivity,sphereActivity,markov,0.6,7,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,8,8,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,8,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,8,6,3,,,,,0,1,False,0.5
sphereActivity,sphereActivity,markov,0.6,8,7,3,,,,,1,1,True,0.4285714285714285
sphereActivity,sphereActivity,markov,0.6,8,5,1,,,,,0,1,False,0.2
sphereActivity,sphereActivity,markov,0.6,8,4,3,,,,,0,1,False,0.75
sphereActivity,sphereActivity,markov,0.6,8,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,8,5,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,8,7,1,,,,,0,1,False,0.1428571428571428
sphereActivity,sphereActivity,markov,0.6,8,1,1,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.6,9,8,1,,,,,0,1,False,0.125
sphereActivity,sphereActivity,markov,0.6,9,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,9,6,4,,,,,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,markov,0.6,9,7,3,,,,,1,1,True,0.4285714285714285
sphereActivity,sphereActivity,markov,0.6,9,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,9,4,3,,,,,0,1,False,0.75
sphereActivity,sphereActivity,markov,0.6,9,5,3,,,,,0,1,False,0.6
sphereActivity,sphereActivity,markov,0.6,9,5,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,9,7,2,,,,,0,1,False,0.2857142857142857
sphereActivity,sphereActivity,markov,0.6,9,1,1,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.6,10,8,1,,,,,0,1,False,0.125
sphereActivity,sphereActivity,markov,0.6,10,5,3,,,,,0,1,False,0.6
sphereActivity,sphereActivity,markov,0.6,10,6,2,,,,,0,1,False,0.3333333333333333
sphereActivity,sphereActivity,markov,0.6,10,7,2,,,,,0,1,False,0.2857142857142857
sphereActivity,sphereActivity,markov,0.6,10,5,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.6,10,4,2,,,,,0,1,False,0.5
sphereActivity,sphereActivity,markov,0.6,10,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.6,10,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.6,10,7,2,,,,,1,1,True,0.2857142857142857
sphereActivity,sphereActivity,markov,0.6,10,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,5,6,1,,,,,1,1,True,0.1666666666666666
sphereActivity,sphereActivity,markov,0.7,5,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,5,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,5,5,2,,,,,0,1,False,0.4
sphereActivity,sphereActivity,markov,0.7,5,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.7,5,2,1,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.7,5,5,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,5,4,1,,,,,1,1,True,0.25
sphereActivity,sphereActivity,markov,0.7,5,4,2,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.7,5,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.7,6,6,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,6,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,6,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,6,5,2,,,,,0,1,False,0.4
sphereActivity,sphereActivity,markov,0.7,6,5,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,6,2,1,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.7,6,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.7,6,4,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,6,4,1,,,,,0,1,False,0.25
sphereActivity,sphereActivity,markov,0.7,6,3,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,7,6,1,,,,,1,1,True,0.1666666666666666
sphereActivity,sphereActivity,markov,0.7,7,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,7,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,7,5,2,,,,,0,1,False,0.4
sphereActivity,sphereActivity,markov,0.7,7,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.7,7,2,1,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.7,7,5,3,,,,,0,1,False,0.6
sphereActivity,sphereActivity,markov,0.7,7,4,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,7,4,3,,,,,0,1,False,0.75
sphereActivity,sphereActivity,markov,0.7,7,3,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,8,6,6,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.7,8,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,8,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,8,5,2,,,,,0,1,False,0.4
sphereActivity,sphereActivity,markov,0.7,8,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.7,8,2,1,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.7,8,5,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,8,4,1,,,,,1,1,True,0.25
sphereActivity,sphereActivity,markov,0.7,8,4,1,,,,,0,1,False,0.25
sphereActivity,sphereActivity,markov,0.7,8,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,markov,0.7,9,6,6,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.7,9,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,9,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,9,5,1,,,,,1,1,True,0.2
sphereActivity,sphereActivity,markov,0.7,9,5,5,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.7,9,2,2,,,,,0,1,False,1.0
sphereActivity,sphereActivity,markov,0.7,9,5,4,,,,,0,1,False,0.8
sphereActivity,sphereActivity,markov,0.7,9,4,1,,,,,1,1,True,0.25
sphereActivity,sphereActivity,markov,0.7,9,4,3,,,,,0,1,False,0.75
sphereActivity,sphereActivity,markov,0.7,9,3,2,,,,,0,1,False,0.6666666666666666
sphereActivity,sphereActivity,markov,0.7,10,6,3,,,,,0,1,False,0.5
sphereActivity,sphereActivity,markov,0.7,10,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,10,1,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,10,5,1,,,,,0,1,False,0.2
sphereActivity,sphereActivity,markov,0.7,10,5,2,,,,,1,1,True,0.4
sphereActivity,sphereActivity,markov,0.7,10,2,0,,,,,0,1,False,0.0
sphereActivity,sphereActivity,markov,0.7,10,5,1,,,,,0,1,False,0.2
sphereActivity,sphereActivity,markov,0.7,10,4,0,,,,,1,1,True,0.0
sphereActivity,sphereActivity,markov,0.7,10,4,2,,,,,1,1,True,0.5
sphereActivity,sphereActivity,markov,0.7,10,3,1,,,,,1,1,True,0.3333333333333333
sphereActivity,ladderActivity,markov,0.5,5,9,1,,,,,0,0,True,0.1111111111111111
sphereActivity,ladderActivity,markov,0.5,5,15,9,,,,,0,0,True,0.6
sphereActivity,ladderActivity,markov,0.5,5,8,2,,,,,0,0,True,0.25
sphereActivity,ladderActivity,markov,0.5,5,14,4,,,,,1,0,False,0.2857142857142857
sphereActivity,ladderActivity,markov,0.5,5,19,10,,,,,0,0,True,0.5263157894736842
sphereActivity,ladderActivity,markov,0.5,5,37,22,,,,,0,0,True,0.5945945945945946
sphereActivity,ladderActivity,markov,0.5,5,19,11,,,,,0,0,True,0.5789473684210527
sphereActivity,ladderActivity,markov,0.5,5,17,9,,,,,0,0,True,0.5294117647058824
sphereActivity,ladderActivity,markov,0.5,5,14,8,,,,,0,0,True,0.5714285714285714
sphereActivity,ladderActivity,markov,0.5,5,22,8,,,,,0,0,True,0.3636363636363636
sphereActivity,ladderActivity,markov,0.5,6,9,2,,,,,1,0,False,0.2222222222222222
sphereActivity,ladderActivity,markov,0.5,6,15,5,,,,,1,0,False,0.3333333333333333
sphereActivity,ladderActivity,markov,0.5,6,8,2,,,,,1,0,False,0.25
sphereActivity,ladderActivity,markov,0.5,6,14,3,,,,,0,0,True,0.2142857142857142
sphereActivity,ladderActivity,markov,0.5,6,19,5,,,,,1,0,False,0.2631578947368421
sphereActivity,ladderActivity,markov,0.5,6,37,9,,,,,0,0,True,0.2432432432432432
sphereActivity,ladderActivity,markov,0.5,6,19,5,,,,,0,0,True,0.2631578947368421
sphereActivity,ladderActivity,markov,0.5,6,17,7,,,,,0,0,True,0.4117647058823529
sphereActivity,ladderActivity,markov,0.5,6,14,7,,,,,0,0,True,0.5
sphereActivity,ladderActivity,markov,0.5,6,22,7,,,,,0,0,True,0.3181818181818182
sphereActivity,ladderActivity,markov,0.5,7,9,5,,,,,0,0,True,0.5555555555555556
sphereActivity,ladderActivity,markov,0.5,7,15,8,,,,,0,0,True,0.5333333333333333
sphereActivity,ladderActivity,markov,0.5,7,8,3,,,,,1,0,False,0.375
sphereActivity,ladderActivity,markov,0.5,7,14,6,,,,,1,0,False,0.4285714285714285
sphereActivity,ladderActivity,markov,0.5,7,19,12,,,,,0,0,True,0.631578947368421
sphereActivity,ladderActivity,markov,0.5,7,37,26,,,,,0,0,True,0.7027027027027027
sphereActivity,ladderActivity,markov,0.5,7,19,13,,,,,0,0,True,0.6842105263157895
sphereActivity,ladderActivity,markov,0.5,7,17,9,,,,,0,0,True,0.5294117647058824
sphereActivity,ladderActivity,markov,0.5,7,14,10,,,,,0,0,True,0.7142857142857143
sphereActivity,ladderActivity,markov,0.5,7,22,9,,,,,0,0,True,0.4090909090909091
sphereActivity,ladderActivity,markov,0.5,8,9,4,,,,,0,0,True,0.4444444444444444
sphereActivity,ladderActivity,markov,0.5,8,15,9,,,,,0,0,True,0.6
sphereActivity,ladderActivity,markov,0.5,8,8,5,,,,,0,0,True,0.625
sphereActivity,ladderActivity,markov,0.5,8,14,4,,,,,0,0,True,0.2857142857142857
sphereActivity,ladderActivity,markov,0.5,8,19,11,,,,,0,0,True,0.5789473684210527
sphereActivity,ladderActivity,markov,0.5,8,37,10,,,,,0,0,True,0.2702702702702703
sphereActivity,ladderActivity,markov,0.5,8,19,8,,,,,0,0,True,0.4210526315789473
sphereActivity,ladderActivity,markov,0.5,8,17,10,,,,,0,0,True,0.5882352941176471
sphereActivity,ladderActivity,markov,0.5,8,14,10,,,,,0,0,True,0.7142857142857143
sphereActivity,ladderActivity,markov,0.5,8,22,15,,,,,0,0,True,0.6818181818181818
sphereActivity,ladderActivity,markov,0.5,9,9,4,,,,,0,0,True,0.4444444444444444
sphereActivity,ladderActivity,markov,0.5,9,15,4,,,,,0,0,True,0.2666666666666666
